test,approach,answer,time
30-0.02-1c,1c-1f,1,0.01
30-0.02-1c,1c-1f,2,0.01
30-0.02-1c,1c-1f,3,0.01
30-0.02-1c,1c-1f,4,0.02
30-0.02-1c,1c-1f,5,0.05
30-0.02-1c,1c-1f,6,0.06
30-0.02-1c,1c-1f,7,0.08
30-0.02-1c,1c-1f,8,0.09
30-0.02-1c,1c-1f,9,0.12
30-0.02-1c,1c-1f,10,0.15
30-0.02-1c,1c-1f,11,0.16
30-0.02-1c,1c-1f,12,0.20
30-0.02-1c,1c-1f,13,0.22
30-0.02-1c,1c-1f,14,0.23
30-0.02-1c,1c-1f,15,0.26
30-0.02-1c,1c-1f,16,0.30
30-0.02-1c,1c-1f,17,0.32
30-0.02-1c,1c-1f,18,0.32
30-0.02-1c,1c-1f,19,0.33
30-0.02-1c,1c-1f,20,0.39
30-0.02-1c,1c-1f,21,0.42
30-0.02-1c,1c-1f,22,0.44
30-0.02-1c,1c-1f,23,0.44
30-0.02-1c,1c-1f,24,0.45
30-0.02-1c,1c-1f,25,0.45
30-0.02-1c,1c-1f,26,0.48
30-0.02-1c,1c-1f,27,0.49
30-0.02-1c,1c-1f,28,0.49
30-0.02-1c,1c-1f,29,0.51
30-0.02-1c,1c-1f,30,0.51
30-0.02-1c,1c-1f,31,0.55
30-0.02-1c,1c-1f,32,0.66
30-0.02-1c,1c-1f,33,0.66
30-0.02-1c,1c-1f,34,0.72
30-0.02-1c,1c-1f,35,0.72
30-0.02-1c,1c-1f,36,0.74
30-0.02-1c,1c-1f,37,0.76
30-0.02-1c,1c-1f,38,0.78
30-0.02-1c,1c-1f,39,0.79
30-0.02-1c,1c-1f,40,0.79
30-0.02-1c,1c-1f,41,0.85
30-0.02-1c,1c-1f,42,0.92
30-0.02-1c,1c-1f,43,0.99
30-0.02-1c,1c-1f,44,1.07
30-0.02-1c,1c-1f,45,1.09
30-0.02-1c,1c-1f,46,1.14
30-0.02-1c,1c-1f,47,1.17
30-0.02-1c,1c-1f,48,1.19
30-0.02-1c,1c-1f,49,1.33
30-0.02-1c,1c-1f,50,1.35
30-0.02-1c,1c-1f,51,1.35
30-0.02-1c,1c-1f,52,1.36
30-0.02-1c,1c-1f,53,1.38
30-0.02-1c,1c-1f,54,1.41
30-0.02-1c,1c-1f,55,1.52
30-0.02-1c,1c-1f,56,1.52
30-0.02-1c,1c-1f,57,1.56
30-0.02-1c,1c-1f,58,1.72
